"
Продукт ","
Бел, г ","
Жир, г ","
Угл, г ","
Кал, ккал "
Попкорн солёный ,7.3 ,13.5 ,62.7 ,407
Попкорн сырный ,5.8 ,30.8 ,50.1 ,506
Сильвер Анчоус солёно-сушеный ,57.4 ,3.1 ,0.1 ,258
Сильвер Жёлтая рыбка ,40.0 ,16.9 ,1.0 ,336
Сильвер Жёлтый полосатик ,52.4 ,5.8 ,3.3 ,262
Сильвер Кальмар копчёный ,58.0 ,1.0 ,3.0 ,263
Сильвер Кальмар сушёный ,58.0 ,1.0 ,3.0 ,263
Сильвер Камбала ,57.9 ,2.0 ,3.0 ,275
Сильвер Кольца кальмара ,45.0 ,1.0 ,13.0 ,241
Сильвер Кольца кальмара копчёные ,45.0 ,1.0 ,13.0 ,241
Сильвер Креветка гриль ,42.0 ,0.5 ,2.0 ,150
Сильвер Морской язык ,40.0 ,16.9 ,3.0 ,336
Сильвер Осьминог сушёный ,31.0 ,0.5 ,2.0 ,95
Сильвер Ставридка ,52.4 ,5.8 ,3.3 ,262
Сильвер Тунец серебристый ,46.3 ,8.8 ,0.0 ,200
Сильвер Угорь ,57.9 ,2.0 ,3.0 ,275
Сильвер Янтайная рыбка ,40.0 ,16.9 ,1.0 ,336
Снеки Cheetos кукурузные Хот Дог ,5.5 ,16.0 ,6.9 , 490
Соломка картофельная Бульба Sticks Кетчуп ,5.8 ,30.0 ,52.0 ,510
Соломка картофельная Бульба Sticks Сметана и лук ,6.3 ,30.0 ,51.0 ,510
Соломка рыбная ,46.0 ,3.0 , 5.0 ,231
Соломка сладкая ,9.1 ,6.1 ,69.3 ,372
Соломка солёная ,9.4 ,4.5 ,67.0 ,347
Сухарики Хрусteam Багет сырное ассорти ,10.5 ,15.7 ,66.0 ,445
Сухарики Хрусteam копчёная колбаска ,9.1 ,14.4 ,64.0 ,423
Сухарики Хрусteam лесные грибы ,9.0 ,14.3 ,66.0 ,428
Сухарики Хрусteam салями ,8.5 ,12.0 ,69.0 ,425
Сухарики Хрусteam сметана ,9.5 ,15.0 ,63.0 ,426
Сухарики Хрусteam сыр ,9.1 ,14.5 ,65.0 ,427
Сухарики Хрусteam телятина на гриле ,8.8 ,14.0 ,65.0 ,420
Сухарики Хрусteam томат ,9.0 ,14.3 ,65.0 ,426
Сырцееды сыр копчёный классический ,46.4 ,24.0 ,0.0 ,413
Сырцееды сыр копчёный со вкусом томата ,46.4 ,24.0 ,0.0 ,413
Сырцееды сыр копчёный со вкусом чеснока и укропа ,46.4 ,24.0 ,0.0 ,413
Чипсы Don Nachos кукурузные оригинальные ,7.0 ,25.0 ,61.0 ,497
Чипсы Estrella деревенская сметана и лук ,5.2 ,30.9 ,53.9 ,514
Чипсы Estrella душистый укроп ,5.2 ,31.2 ,53.7 ,517
Чипсы Estrella нежный сыр ,4.9 ,31.5 ,53.8 ,519
Чипсы Estrella сметана и нежный сыр ,4.9 ,31.4 ,53.7 ,518
Чипсы Lays Max сметана и лук ,6.0 ,30.0 ,53.0 ,510
Чипсы Lays Max сметана и сыр ,6.5 ,30.0 ,53.0 ,510
Чипсы Lays бекон ,6.5 ,30.0 ,53.0 ,510
Чипсы Lays белые грибы со сметаной ,6.0 ,32.0 ,51.0 ,515
Чипсы Lays зелёный лук ,6.5 ,30.0 ,53.0 ,510
Чипсы Lays краб ,6.5 ,30.0 ,53.0 ,510
Чипсы Lays красная икра ,7.0 ,30.0 ,53.0 ,510
Чипсы Lays малосольные огурчики с укропом ,6.5 ,31.0 ,53.0 ,520
Чипсы Lays с солью ,6.0 ,31.0 ,52.0 ,520
Чипсы Lays сметана и зелень ,6.0 ,30.0 ,53.0 ,510
Чипсы Lays сыр ,6.5 ,30.0 ,53.0 ,510
Чипсы Lays шашлык ,6.0 ,32.0 ,51.0 ,515
Чипсы Pringles барбекю ,4.9 ,35.0 ,48.0 ,550
Чипсы Pringles копчёный бекон ,5.1 ,34.0 ,49.0 ,551
Чипсы Pringles оригинальные ,4.1 ,36.0 ,49.0 ,540
Чипсы Pringles паприка ,3.2 ,34.0 ,49.0 ,529
Чипсы Pringles сметана и лук ,3.9 ,34.0 ,50.0 ,527
Чипсы Pringles сыр и лук ,4.1 ,34.0 ,50.0 ,550
Чипсы Pringles сырный сыр ,5.0 ,35.0 ,48.0 ,534
Чипсы Rice Up! цельнозерновые из бурого риса Песто ,7.3 ,16.0 ,70.0 ,459
Чипсы Rice Up! цельнозерновые из бурого риса Сметана с луком ,7.5 ,19.0 ,65.0 ,468
Чипсы Rice Up! цельнозерновые из бурого риса Сыр ,7.6 ,14.0 ,72.0 ,451
Чипсы Rice Up! цельнозерновые из бурого риса Хамон Иберико ,7.2 ,13.0 ,73.0 ,444
Чипсы банановые ,2.3 ,33.6 ,50.7 ,519
Чипсы картофельные ,5.5 ,30.0 ,53.0 ,520
Чипсы кокосовые ,5.9 ,35.5 ,55.8 ,566
Сыворотка творожная ,0.8 ,0.2 ,3.5 ,20
Сыр Almette с белыми грибами ,6.0 ,23.0 ,5.0 , 251
Сыр Almette с зеленью ,6.0 ,20.0 ,3.0 ,216
Сыр Almette с йогуртом ,7.0 ,15.0 ,5.0 ,183
Сыр Almette с огурцами и зеленью ,5.0 ,20.0 ,3.0 ,212
Сыр Almette с хреном ,6.0 ,20.0 ,4.0 ,220
Сыр Almette с чесноком ,6.0 ,20.0 ,3.0 ,216
Сыр Almette сливочный ,6.0 ,20.0 ,3.0 ,216
Сыр Artis для жарки на сковороде и гриле 45% ,21.0 ,22.0 ,1.0 ,282
Сыр Bogda Milk Эгейский свежий 45% ,16.5 ,18.0 ,0.0 ,228
Сыр Bonfesto Cremolle вяленые томаты ,6.8 ,22.1 ,4.4 ,240
Сыр Bonfesto Cremolle солёные огурцы ,7.2 ,22.4 ,2.1 ,240
Сыр Bonfesto Mozzarella Pizza ,18.4 ,20.3 ,0.0 ,256
Сыр Bonfesto Ricotta Light мягкий ,11.3 ,10.0 ,2.5 ,145
Сыр Bonvida Моцарелла для пиццы ,17.0 ,16.8 ,3.0 ,231
Сыр Brie Les Chateaux De France 32% ,17.0 ,32.0 ,2.0 ,364
Сыр Comella рассольный ,13.5 ,13.3 ,5.0 ,194
Сыр Danke Gouda Gold 45% ,23.0 ,24.0 ,0.0 ,308
Сыр Danke Царский с ароматом топленого молока 45% ,23.0 ,24.0 ,0.0 ,308
Сыр Dolce Granto Пармезан 40% ,30.0 ,28.0 ,0.0 ,372
Сыр Emborg Professional творожный 65% ,6.0 ,28.3 ,3.0 ,290
Сыр Endorf Tulyere ,23.0 ,25.0 ,0.0 ,320
Сыр Exquisa творожный с зеленью ,6.7 ,22.0 ,3.0 ,237
Сыр Exquisa творожный с лососем ,6.7 ,21.5 ,3.5 ,235
Сыр Fallini Rapesan тёртый ,49.5 ,29.2 ,4.4 ,478
Сыр Grill Akadia ,17.0 ,19.0 ,3.0 ,245
Сыр Hochland Bleu ,15.0 ,39.0 ,1.0 ,415
Сыр Hochland плавленый ассорти ,10.0 ,27.0 ,5.0 ,303
Сыр Hochland плавленый Маасдам ломтики ,12.0 ,22.0 ,7.0 ,270
Сыр Hochland плавленый с ветчиной ломтики ,14.3 ,23.2 ,4.2 ,282
Сыр Hochland плавленый с огурцами и укропом ломтики ,15.0 ,21.0 ,5.0 ,269
Сыр Hochland плавленый с салями и специями ломтики ,13.0 ,24.0 ,4.0 ,284
Сыр Hochland плавленый Сэндвич ломтики ,14.0 ,23.0 , 4.0 ,279
Сыр Hochland плавленый Чизбургер ломтики ,14.0 ,23.0 ,4.0 ,279
Сыр Hochland творожный с зеленью ,6.0 ,20.0 ,2.0 ,212
Сыр Hochland творожный сливочный ,6.5 ,22.7 ,3.6 ,245
Сыр Hochland Фетакса Классическая в рассоле 45% ,11.0 ,14.5 ,2.0 ,183
Сыр Laime Пармезан ,35.0 ,24.0 ,0.0 ,342
Сыр Mlekovita Twarog Hanusi кисломолочный 6.5% ,9.0 ,6.5 ,4.0 ,111
Сыр Molli творожный 27% ,6.0 ,27.0 ,3.0 ,306
Сыр Mr.Chedd Чеддер Red 45% ,24.8 ,25.5 ,0.0 ,329
Сыр Old Amsterdam ,6.2 ,39.0 ,0.0 ,407
Сыр Pinar Labne мягкий ,4.5 ,18.0 ,3.6 ,194
Сыр Premier of Taste мягкий с зеленью и огурчиком ,4.4 ,16.9 ,2.8 ,182
Сыр President Camembert de Chevre козий ,16.5 ,28.0 ,0.0 ,318
Сыр President Cream Cheese сливочный творожный ,5.5 ,24.0 ,2.7 ,249
Сыр President Creme de Bleu 50% ,12.0 ,22.0 ,3.5 ,260
Сыр President Rondele козий ,9.0 ,10.5 ,4.0 ,354
Сыр President Rondele творожный ,7.0 ,31.0 ,2.5 ,317
Сыр President Rondele творожный с орехами ,6.5 ,31.0 ,2.5 ,315
Сыр President Rondele творожный с чесноком и травами ,6.8 ,31.2 ,4.2 ,325
Сыр President Мастер Бутерброда Лёгкий ,16.5 ,8.5 ,9.5 ,185
Сыр President Мастер Бутерброда Мааздам ,13.5 ,17.5 ,6.0 ,240
Сыр President Мастер Бутерброда Моцарелла ,9.0 ,20.0 ,6.5 ,281
Сыр President Пише Миньон ,18.0 ,28.0 ,1.0 ,324
Сыр Unagrande Dolce Рикотта с натуральным шоколадом ,4.9 ,12.9 ,23.1 ,228
Сыр Unagrande Кремчиз №1 ,8.5 ,24.5 ,0.0 ,255
Сыр Valio Polar 5% ,34.0 ,5.0 ,0.0 ,180
Сыр Valio творожный Рассыпчатый 2% ,13.0 ,2.0 ,2.0 ,80
Сыр Valio творожный Сливочный ,5.2 ,23.5 ,2.3 ,240
Сыр Vego Вегано-Грана-Падано с перцем ,1.2 ,35.0 ,25.0 ,325
Сыр Viola ассорти Финское избранное 50% ,10.0 ,20.0 ,6.0 ,244
Сыр Viola с ветчиной ,11.0 ,28.0 ,2.0 ,305
Сыр Viola с лисичками ,11.0 ,28.0 ,2.0 ,305
Сыр Viola с паприкой ,11.0 ,28.0 ,2.0 ,305
Сыр Viola с укропом и огурцом ,11.0 ,28.0 ,2.0 ,305
Сыр Viola сливочный ,11.0 ,28.0 ,2.0 ,305
Сыр Vitalat Рикотта ,7.0 ,6.0 ,0.0 ,97
Сыр VolkoMolko веганский Плавящийся ,13.0 ,35.0 ,16.0 ,429
Сыр а ла Каймак Mlekara Sabac мягкий 70% ,6.1 ,23.5 ,1.1 ,242
Сыр а ла Каймак мягкий 70% ,6.1 ,23.5 ,1.1 ,242
Сыр Абонданс ,26.3 ,26.6 ,0.0 ,350
Сыр Адыгейский ,18.5 ,14.0  ,0.0 ,240
Сыр Алтайский ,26.0 ,26.5 ,3.5 ,356
Сыр Альпийский ,25.0 ,27.0 ,0.0 ,353
Сыр Амадеус ,28.6 ,29.3 ,0.1 ,275
Сыр Амбер ,31.0 ,10.0 ,10.0 ,220
Сыр Анари ,11.0 ,15.0 ,2.0 ,195
Сыр Аппенцеллер ,24.7 ,31.7 ,2.0 ,403
Сыр Арла Chef Bake'n'Roll крем сливочный 25% ,6.3 ,25.0 ,5.4 ,272
Сыворотка творожная ,0.8 ,0.2 ,3.5 ,20
Сыр Almette с белыми грибами ,6.0 ,23.0 ,5.0 , 251
Сыр Almette с зеленью ,6.0 ,20.0 ,3.0 ,216
Сыр Almette с йогуртом ,7.0 ,15.0 ,5.0 ,183
Сыр Almette с огурцами и зеленью ,5.0 ,20.0 ,3.0 ,212
Сыр Almette с хреном ,6.0 ,20.0 ,4.0 ,220
Сыр Almette с чесноком ,6.0 ,20.0 ,3.0 ,216
Сыр Almette сливочный ,6.0 ,20.0 ,3.0 ,216
Сыр Artis для жарки на сковороде и гриле 45% ,21.0 ,22.0 ,1.0 ,282
Сыр Bogda Milk Эгейский свежий 45% ,16.5 ,18.0 ,0.0 ,228
Сыр Bonfesto Cremolle вяленые томаты ,6.8 ,22.1 ,4.4 ,240
Сыр Bonfesto Cremolle солёные огурцы ,7.2 ,22.4 ,2.1 ,240
Сыр Bonfesto Mozzarella Pizza ,18.4 ,20.3 ,0.0 ,256
Сыр Bonfesto Ricotta Light мягкий ,11.3 ,10.0 ,2.5 ,145
Сыр Bonvida Моцарелла для пиццы ,17.0 ,16.8 ,3.0 ,231
Сыр Brie Les Chateaux De France 32% ,17.0 ,32.0 ,2.0 ,364
Сыр Comella рассольный ,13.5 ,13.3 ,5.0 ,194
Сыр Danke Gouda Gold 45% ,23.0 ,24.0 ,0.0 ,308
Сыр Danke Царский с ароматом топленого молока 45% ,23.0 ,24.0 ,0.0 ,308
Сыр Dolce Granto Пармезан 40% ,30.0 ,28.0 ,0.0 ,372
Сыр Emborg Professional творожный 65% ,6.0 ,28.3 ,3.0 ,290
Сыр Endorf Tulyere ,23.0 ,25.0 ,0.0 ,320
Сыр Exquisa творожный с зеленью ,6.7 ,22.0 ,3.0 ,237
Сыр Exquisa творожный с лососем ,6.7 ,21.5 ,3.5 ,235
Сыр Fallini Rapesan тёртый ,49.5 ,29.2 ,4.4 ,478
Сыр Grill Akadia ,17.0 ,19.0 ,3.0 ,245
Сыр Hochland Bleu ,15.0 ,39.0 ,1.0 ,415
Сыр Hochland плавленый ассорти ,10.0 ,27.0 ,5.0 ,303
Сыр Hochland плавленый Маасдам ломтики ,12.0 ,22.0 ,7.0 ,270
Сыр Hochland плавленый с ветчиной ломтики ,14.3 ,23.2 ,4.2 ,282
Сыр Hochland плавленый с огурцами и укропом ломтики ,15.0 ,21.0 ,5.0 ,269
Сыр Hochland плавленый с салями и специями ломтики ,13.0 ,24.0 ,4.0 ,284
Сыр Hochland плавленый Сэндвич ломтики ,14.0 ,23.0 , 4.0 ,279
Сыр Hochland плавленый Чизбургер ломтики ,14.0 ,23.0 ,4.0 ,279
Сыр Hochland творожный с зеленью ,6.0 ,20.0 ,2.0 ,212
Сыр Hochland творожный сливочный ,6.5 ,22.7 ,3.6 ,245
Сыр Hochland Фетакса Классическая в рассоле 45% ,11.0 ,14.5 ,2.0 ,183
Сыр Laime Пармезан ,35.0 ,24.0 ,0.0 ,342
Сыр Mlekovita Twarog Hanusi кисломолочный 6.5% ,9.0 ,6.5 ,4.0 ,111
Сыр Molli творожный 27% ,6.0 ,27.0 ,3.0 ,306
Сыр Mr.Chedd Чеддер Red 45% ,24.8 ,25.5 ,0.0 ,329
Сыр Old Amsterdam ,6.2 ,39.0 ,0.0 ,407
Сыр Pinar Labne мягкий ,4.5 ,18.0 ,3.6 ,194
Сыр Premier of Taste мягкий с зеленью и огурчиком ,4.4 ,16.9 ,2.8 ,182
Сыр President Camembert de Chevre козий ,16.5 ,28.0 ,0.0 ,318
Сыр President Cream Cheese сливочный творожный ,5.5 ,24.0 ,2.7 ,249
Сыр President Creme de Bleu 50% ,12.0 ,22.0 ,3.5 ,260
Сыр President Rondele козий ,9.0 ,10.5 ,4.0 ,354
Сыр President Rondele творожный ,7.0 ,31.0 ,2.5 ,317
Сыр President Rondele творожный с орехами ,6.5 ,31.0 ,2.5 ,315
Сыр President Rondele творожный с чесноком и травами ,6.8 ,31.2 ,4.2 ,325
Сыр President Мастер Бутерброда Лёгкий ,16.5 ,8.5 ,9.5 ,185
Сыр President Мастер Бутерброда Мааздам ,13.5 ,17.5 ,6.0 ,240
Сыр President Мастер Бутерброда Моцарелла ,9.0 ,20.0 ,6.5 ,281
Сыр President Пише Миньон ,18.0 ,28.0 ,1.0 ,324
Сыр Unagrande Dolce Рикотта с натуральным шоколадом ,4.9 ,12.9 ,23.1 ,228
Сыр Unagrande Кремчиз №1 ,8.5 ,24.5 ,0.0 ,255
Сыр Valio Polar 5% ,34.0 ,5.0 ,0.0 ,180
Сыр Valio творожный Рассыпчатый 2% ,13.0 ,2.0 ,2.0 ,80
Сыр Valio творожный Сливочный ,5.2 ,23.5 ,2.3 ,240
Сыр Vego Вегано-Грана-Падано с перцем ,1.2 ,35.0 ,25.0 ,325
Сыр Viola ассорти Финское избранное 50% ,10.0 ,20.0 ,6.0 ,244
Сыр Viola с ветчиной ,11.0 ,28.0 ,2.0 ,305
Сыр Viola с лисичками ,11.0 ,28.0 ,2.0 ,305
Сыр Viola с паприкой ,11.0 ,28.0 ,2.0 ,305
Сыр Viola с укропом и огурцом ,11.0 ,28.0 ,2.0 ,305
Сыр Viola сливочный ,11.0 ,28.0 ,2.0 ,305
Сыр Vitalat Рикотта ,7.0 ,6.0 ,0.0 ,97
Сыр VolkoMolko веганский Плавящийся ,13.0 ,35.0 ,16.0 ,429
Сыр а ла Каймак Mlekara Sabac мягкий 70% ,6.1 ,23.5 ,1.1 ,242
Сыр а ла Каймак мягкий 70% ,6.1 ,23.5 ,1.1 ,242
Сыр Абонданс ,26.3 ,26.6 ,0.0 ,350
Сыр Адыгейский ,18.5 ,14.0  ,0.0 ,240
Сыр Алтайский ,26.0 ,26.5 ,3.5 ,356
Сыр Альпийский ,25.0 ,27.0 ,0.0 ,353
Сыр Амадеус ,28.6 ,29.3 ,0.1 ,275
Сыр Амбер ,31.0 ,10.0 ,10.0 ,220
Сыр Анари ,11.0 ,15.0 ,2.0 ,195
Сыр Аппенцеллер ,24.7 ,31.7 ,2.0 ,403
Сыр Арла Chef Bake'n'Roll крем сливочный 25% ,6.3 ,25.0 ,5.4 ,272
Сыворотка творожная ,0.8 ,0.2 ,3.5 ,20
Сыр Almette с белыми грибами ,6.0 ,23.0 ,5.0 , 251
Сыр Almette с зеленью ,6.0 ,20.0 ,3.0 ,216
Сыр Almette с йогуртом ,7.0 ,15.0 ,5.0 ,183
Сыр Almette с огурцами и зеленью ,5.0 ,20.0 ,3.0 ,212
Сыр Almette с хреном ,6.0 ,20.0 ,4.0 ,220
Сыр Almette с чесноком ,6.0 ,20.0 ,3.0 ,216
Сыр Almette сливочный ,6.0 ,20.0 ,3.0 ,216
Сыр Artis для жарки на сковороде и гриле 45% ,21.0 ,22.0 ,1.0 ,282
Сыр Bogda Milk Эгейский свежий 45% ,16.5 ,18.0 ,0.0 ,228
Сыр Bonfesto Cremolle вяленые томаты ,6.8 ,22.1 ,4.4 ,240
Сыр Bonfesto Cremolle солёные огурцы ,7.2 ,22.4 ,2.1 ,240
Сыр Bonfesto Mozzarella Pizza ,18.4 ,20.3 ,0.0 ,256
Сыр Bonfesto Ricotta Light мягкий ,11.3 ,10.0 ,2.5 ,145
Сыр Bonvida Моцарелла для пиццы ,17.0 ,16.8 ,3.0 ,231
Сыр Brie Les Chateaux De France 32% ,17.0 ,32.0 ,2.0 ,364
Сыр Comella рассольный ,13.5 ,13.3 ,5.0 ,194
Сыр Danke Gouda Gold 45% ,23.0 ,24.0 ,0.0 ,308
Сыр Danke Царский с ароматом топленого молока 45% ,23.0 ,24.0 ,0.0 ,308
Сыр Dolce Granto Пармезан 40% ,30.0 ,28.0 ,0.0 ,372
Сыр Emborg Professional творожный 65% ,6.0 ,28.3 ,3.0 ,290
Сыр Endorf Tulyere ,23.0 ,25.0 ,0.0 ,320
Сыр Exquisa творожный с зеленью ,6.7 ,22.0 ,3.0 ,237
Сыр Exquisa творожный с лососем ,6.7 ,21.5 ,3.5 ,235
Сыр Fallini Rapesan тёртый ,49.5 ,29.2 ,4.4 ,478
Сыр Grill Akadia ,17.0 ,19.0 ,3.0 ,245
Сыр Hochland Bleu ,15.0 ,39.0 ,1.0 ,415
Сыр Hochland плавленый ассорти ,10.0 ,27.0 ,5.0 ,303
Сыр Hochland плавленый Маасдам ломтики ,12.0 ,22.0 ,7.0 ,270
Сыр Hochland плавленый с ветчиной ломтики ,14.3 ,23.2 ,4.2 ,282
Сыр Hochland плавленый с огурцами и укропом ломтики ,15.0 ,21.0 ,5.0 ,269
Сыр Hochland плавленый с салями и специями ломтики ,13.0 ,24.0 ,4.0 ,284
Сыр Hochland плавленый Сэндвич ломтики ,14.0 ,23.0 , 4.0 ,279
Сыр Hochland плавленый Чизбургер ломтики ,14.0 ,23.0 ,4.0 ,279
Сыр Hochland творожный с зеленью ,6.0 ,20.0 ,2.0 ,212
Сыр Hochland творожный сливочный ,6.5 ,22.7 ,3.6 ,245
Сыр Hochland Фетакса Классическая в рассоле 45% ,11.0 ,14.5 ,2.0 ,183
Сыр Laime Пармезан ,35.0 ,24.0 ,0.0 ,342
Сыр Mlekovita Twarog Hanusi кисломолочный 6.5% ,9.0 ,6.5 ,4.0 ,111
Сыр Molli творожный 27% ,6.0 ,27.0 ,3.0 ,306
Сыр Mr.Chedd Чеддер Red 45% ,24.8 ,25.5 ,0.0 ,329
Сыр Old Amsterdam ,6.2 ,39.0 ,0.0 ,407
Сыр Pinar Labne мягкий ,4.5 ,18.0 ,3.6 ,194
Сыр Premier of Taste мягкий с зеленью и огурчиком ,4.4 ,16.9 ,2.8 ,182
Сыр President Camembert de Chevre козий ,16.5 ,28.0 ,0.0 ,318
Сыр President Cream Cheese сливочный творожный ,5.5 ,24.0 ,2.7 ,249
